timestamp,predicted,bullish_probability,bearish_probability,confidence,score,regime,data_coverage,intelligence_coverage,entry_nq,entry_bar_end,entry_staleness_min,nq_4h,nq_8h,move_4h_pct,move_8h_pct,actual_4h,actual_8h,correct_4h,correct_8h,outcome_4h_bar_end,outcome_8h_bar_end,outcome_4h_staleness_min,outcome_8h_staleness_min,news,news_articles,news_kept,news_directional,news_evidence,news_polygon_articles,news_finnhub_articles,liquidity_signal,liquidity_direction,liquidity_conflict,liquidity_resolution,liquidity_contract,liquidity_evidence,earnings,earnings_evidence,earnings_released_events,earnings_released_symbols,earnings_upcoming_events,earnings_upcoming_symbols,earnings_upcoming_within_4h,earnings_upcoming_within_8h,earnings_upcoming_mega_weight,earnings_upcoming_semi_count,earnings_hours_to_next,earnings_catalyst_risk,earnings_future_eps_used,market_available,market_requested
2025-11-07T17:00:00+00:00,BEARISH,27.6,72.4,58.6,-0.497,TREND,0.964,0.467,24746.75,2025-11-07 12:00:00-05:00,0.0,25164.5,,1.6881004576358511,,BULLISH,,False,,2025-11-07 16:00:00-05:00,2025-11-07 17:00:00-05:00,0.0,180.0,0.2126116897160093,645,99,3,available,645,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-10T17:00:00+00:00,BULLISH,72.3,27.7,69.2,0.495,TREND,0.964,0.467,25521.25,2025-11-10 12:00:00-05:00,0.0,25712.5,25739.0,0.7493755203996669,0.8532105598275946,BULLISH,BULLISH,True,True,2025-11-10 16:00:00-05:00,2025-11-10 20:00:00-05:00,0.0,0.0,0.4911163657546452,396,70,3,available,396,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-11T17:00:00+00:00,BEARISH,39.9,60.1,52.5,-0.208,TRANSITION,0.964,0.467,25510.25,2025-11-11 12:00:00-05:00,0.0,25646.5,25684.5,0.5340990386217305,0.6830587704942132,BULLISH,BULLISH,False,False,2025-11-11 16:00:00-05:00,2025-11-11 20:00:00-05:00,0.0,0.0,0.6,507,89,5,available,507,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-12T17:00:00+00:00,BEARISH,49.6,50.4,45.1,-0.009,BALANCED,0.964,0.467,25532.0,2025-11-12 12:00:00-05:00,0.0,25625.25,25564.25,0.3652279492401692,0.12631207895973678,BULLISH,BULLISH,False,False,2025-11-12 16:00:00-05:00,2025-11-12 20:00:00-05:00,0.0,0.0,0.6,611,90,7,available,611,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-13T17:00:00+00:00,BEARISH,31.5,68.5,55.8,-0.398,TREND,0.964,0.467,25192.5,2025-11-13 12:00:00-05:00,0.0,25100.25,25105.75,-0.3661804108365585,-0.34434851642353875,BEARISH,BEARISH,True,True,2025-11-13 16:00:00-05:00,2025-11-13 20:00:00-05:00,0.0,0.0,0.6,683,93,6,available,683,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-14T17:00:00+00:00,BULLISH,64.6,35.4,63.7,0.306,TRANSITION,0.964,0.467,25247.75,2025-11-14 12:00:00-05:00,0.0,25103.25,,-0.5723282272677763,,BEARISH,,False,,2025-11-14 16:00:00-05:00,2025-11-14 17:00:00-05:00,0.0,180.0,0.6,691,86,4,available,691,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-17T17:00:00+00:00,BULLISH,51.9,48.1,49.9,0.038,BALANCED,0.964,0.467,25196.75,2025-11-17 12:00:00-05:00,0.0,24887.5,24851.5,-1.2273408276861102,-1.3702163969559567,BEARISH,BEARISH,False,False,2025-11-17 16:00:00-05:00,2025-11-17 20:00:00-05:00,0.0,0.0,-0.5999999999999999,350,75,3,available,350,0,1.0,BULLISH,LOW,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-18T17:00:00+00:00,BEARISH,45.9,54.1,48.6,-0.083,BALANCED,0.964,0.467,24653.25,2025-11-18 12:00:00-05:00,0.0,24583.0,24557.0,-0.2849522882378591,-0.39041505683834793,BEARISH,BEARISH,True,True,2025-11-18 16:00:00-05:00,2025-11-18 20:00:00-05:00,0.0,0.0,0.476712805847822,448,91,5,available,448,0,1.0,BULLISH,LOW,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-19T17:00:00+00:00,BULLISH,58.1,41.9,54.8,0.165,TRANSITION,0.964,0.467,24714.5,2025-11-19 12:00:00-05:00,0.0,24725.0,25128.5,0.04248518076432863,1.6751299844221004,NEUTRAL,BULLISH,False,True,2025-11-19 16:00:00-05:00,2025-11-19 20:00:00-05:00,0.0,0.0,0.5450861085123057,640,119,8,available,640,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-20T17:00:00+00:00,BULLISH,66.0,34.0,66.5,0.339,TRANSITION,0.964,0.467,24554.75,2025-11-20 12:00:00-05:00,0.0,24137.25,24182.5,-1.7002820228265407,-1.515999959274682,BEARISH,BEARISH,False,False,2025-11-20 16:00:00-05:00,2025-11-20 20:00:00-05:00,0.0,0.0,0.5576289023567356,690,115,10,available,690,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-21T17:00:00+00:00,BULLISH,61.4,38.6,51.5,0.236,TRANSITION,0.964,0.467,24372.25,2025-11-21 12:00:00-05:00,0.0,24313.75,,-0.24002707997825395,,BEARISH,,False,,2025-11-21 16:00:00-05:00,2025-11-21 17:00:00-05:00,0.0,180.0,0.554469242265747,671,110,7,available,671,0,1.0,BULLISH,LOW,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-24T17:00:00+00:00,BULLISH,79.9,20.1,72.4,0.729,TREND,0.964,0.467,24846.25,2025-11-24 12:00:00-05:00,0.0,24936.5,24958.25,0.36323388841374454,0.45077224933340043,BULLISH,BULLISH,True,True,2025-11-24 16:00:00-05:00,2025-11-24 20:00:00-05:00,0.0,0.0,0.6,385,73,8,available,385,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-25T17:00:00+00:00,BULLISH,56.4,43.6,42.8,0.129,TRANSITION,0.964,0.467,24899.25,2025-11-25 12:00:00-05:00,0.0,25079.75,25120.25,0.7249214333765073,0.8875769350482444,BULLISH,BULLISH,True,True,2025-11-25 16:00:00-05:00,2025-11-25 20:00:00-05:00,0.0,0.0,0.6000000000000001,468,100,8,available,468,0,1.0,BULLISH,LOW,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-26T17:00:00+00:00,BULLISH,70.9,29.1,68.5,0.457,TREND,0.964,0.467,25354.25,2025-11-26 12:00:00-05:00,0.0,25296.25,25330.25,-0.2287584921660077,-0.09465868641352042,BEARISH,BEARISH,False,False,2025-11-26 16:00:00-05:00,2025-11-26 20:00:00-05:00,0.0,0.0,0.5999999999999999,590,110,10,available,590,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-11-28T17:00:00+00:00,BULLISH,61.7,38.3,66.5,0.241,TRANSITION,0.964,0.467,25409.5,2025-11-28 11:30:00-05:00,30.0,,,,,,,,,2025-11-28 13:30:00-05:00,2025-11-28 13:30:00-05:00,150.0,390.0,0.6000000000000001,519,77,9,available,519,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-01T17:00:00+00:00,BULLISH,52.4,47.6,40.9,0.049,BALANCED,0.964,0.467,25435.5,2025-12-01 12:00:00-05:00,0.0,25402.0,25408.0,-0.1317056869336164,-0.10811660867684929,BEARISH,BEARISH,False,False,2025-12-01 16:00:00-05:00,2025-12-01 20:00:00-05:00,0.0,0.0,0.6,309,60,1,available,309,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-02T17:00:00+00:00,BULLISH,50.0,50.0,39.6,0.001,BALANCED,0.964,0.467,25509.25,2025-12-02 12:00:00-05:00,0.0,25600.5,25626.5,0.35771337848035517,0.45963719043092216,BULLISH,BULLISH,True,True,2025-12-02 16:00:00-05:00,2025-12-02 20:00:00-05:00,0.0,0.0,0.16728402276237056,422,93,8,available,422,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-03T17:00:00+00:00,BEARISH,48.6,51.4,45.2,-0.029,BALANCED,0.964,0.467,25560.25,2025-12-03 12:00:00-05:00,0.0,25657.25,25632.75,0.3794955057168846,0.2836435480873622,BULLISH,BULLISH,False,False,2025-12-03 16:00:00-05:00,2025-12-03 20:00:00-05:00,0.0,0.0,0.3552500288293005,572,108,12,available,572,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-04T17:00:00+00:00,BULLISH,58.6,41.4,40.9,0.177,CONFLICTED,0.964,0.467,25642.0,2025-12-04 12:00:00-05:00,0.0,25627.25,25654.0,-0.05752281413306294,0.046798221667576634,BEARISH,NEUTRAL,False,False,2025-12-04 16:00:00-05:00,2025-12-04 20:00:00-05:00,0.0,0.0,0.38955299068696186,705,123,18,available,705,0,1.0,BULLISH,LOW,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-05T17:00:00+00:00,BEARISH,48.4,51.6,50.4,-0.031,BALANCED,0.964,0.467,25730.25,2025-12-05 12:00:00-05:00,0.0,25726.0,,-0.016517523148822884,,NEUTRAL,,False,,2025-12-05 16:00:00-05:00,2025-12-05 17:00:00-05:00,0.0,180.0,0.46133499412972945,703,116,14,available,703,0,-1.0,BEARISH,LOW,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-08T17:00:00+00:00,BULLISH,52.7,47.3,32.9,0.055,CONFLICTED,0.964,0.467,25639.5,2025-12-08 12:00:00-05:00,0.0,25669.0,25719.75,0.11505684588232999,0.31299362312057566,BULLISH,BULLISH,True,True,2025-12-08 16:00:00-05:00,2025-12-08 20:00:00-05:00,0.0,0.0,0.6000000000000001,421,75,5,available,421,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-09T17:00:00+00:00,BULLISH,54.3,45.7,50.0,0.087,BALANCED,0.964,0.467,25709.0,2025-12-09 12:00:00-05:00,0.0,25703.25,25651.25,-0.02236570850674861,-0.22462950717647517,NEUTRAL,BEARISH,False,False,2025-12-09 16:00:00-05:00,2025-12-09 20:00:00-05:00,0.0,0.0,0.6,466,88,7,available,466,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-10T17:00:00+00:00,BULLISH,58.6,41.4,40.5,0.176,CONFLICTED,0.964,0.467,25650.5,2025-12-10 12:00:00-05:00,0.0,25800.0,25684.0,0.5828346425995594,0.1306017426560886,BULLISH,BULLISH,True,True,2025-12-10 16:00:00-05:00,2025-12-10 20:00:00-05:00,0.0,0.0,0.6,593,110,11,available,593,0,1.0,BULLISH,LOW,5m_massive_futures,NQZ5,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-11T17:00:00+00:00,BEARISH,33.7,66.3,54.8,-0.344,TRANSITION,0.964,0.469,25501.25,2025-12-11 12:00:00-05:00,0.0,25715.0,25646.75,0.8381942061663644,0.5705602666535954,BULLISH,BULLISH,False,False,2025-12-11 16:00:00-05:00,2025-12-11 20:00:00-05:00,0.0,0.0,0.606033543604323,657,129,14,available,657,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,,upcoming_verified_catalyst,0,,1,AVGO,0,1,0.0,1,4.294,True,False,20,20
2025-12-12T17:00:00+00:00,BEARISH,29.5,70.5,58.8,-0.448,TREND,1.0,0.472,25174.5,2025-12-12 12:00:00-05:00,0.0,25209.75,,0.1400226419591253,,BULLISH,,False,,2025-12-12 16:00:00-05:00,2025-12-12 17:00:00-05:00,0.0,180.0,0.4728076578345883,666,126,15,available,666,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQZ5,available,1.0,released_verified,1,AVGO,0,,0,0,0,0,,False,False,20,20
2025-12-15T17:00:00+00:00,BULLISH,55.5,44.5,55.0,0.111,BALANCED,0.964,0.467,25162.5,2025-12-15 12:00:00-05:00,0.0,25084.0,25003.0,-0.31197218082463984,-0.6338797814207651,BEARISH,BEARISH,False,False,2025-12-15 16:00:00-05:00,2025-12-15 20:00:00-05:00,0.0,0.0,0.6,390,68,2,available,390,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-16T17:00:00+00:00,BEARISH,46.4,53.6,51.0,-0.073,BALANCED,0.964,0.467,25335.5,2025-12-16 12:00:00-05:00,0.0,25132.75,25305.25,-0.8002605040358389,-0.11939768309289338,BEARISH,BEARISH,True,True,2025-12-16 16:00:00-05:00,2025-12-16 20:00:00-05:00,0.0,0.0,0.5999999999999999,450,77,2,available,450,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-17T17:00:00+00:00,BEARISH,33.1,66.9,59.7,-0.359,TREND,0.964,0.469,25034.5,2025-12-17 12:00:00-05:00,0.0,24892.0,24987.0,-0.5692144840120633,-0.18973816133735444,BEARISH,BEARISH,True,True,2025-12-17 16:00:00-05:00,2025-12-17 20:00:00-05:00,0.0,0.0,0.3991880319076059,641,109,4,available,641,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,upcoming_verified_catalyst,0,,1,MU,0,1,0.0,1,4.057,True,False,20,20
2025-12-18T17:00:00+00:00,BULLISH,77.6,22.4,72.4,0.649,TREND,1.0,0.472,25386.5,2025-12-18 12:00:00-05:00,0.0,25252.0,25243.25,-0.5298091505327635,-0.5642762885785751,BEARISH,BEARISH,False,False,2025-12-18 16:00:00-05:00,2025-12-18 20:00:00-05:00,0.0,0.0,0.3777754461192859,722,128,10,available,722,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,1.0,released_verified,1,MU,0,,0,0,0,0,,False,False,20,20
2025-12-19T17:00:00+00:00,BULLISH,70.1,29.9,68.2,0.436,TREND,0.964,0.467,25505.25,2025-12-19 12:00:00-05:00,0.0,25581.0,,0.2969976769488635,,BULLISH,,True,,2025-12-19 16:00:00-05:00,2025-12-19 17:00:00-05:00,0.0,180.0,0.2908094891944615,499,95,8,available,499,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-22T17:00:00+00:00,BEARISH,48.9,51.1,51.1,-0.023,BALANCED,0.964,0.467,25714.75,2025-12-22 12:00:00-05:00,0.0,25688.25,25722.0,-0.10305369486384275,0.02819393538727773,BEARISH,NEUTRAL,True,False,2025-12-22 16:00:00-05:00,2025-12-22 20:00:00-05:00,0.0,0.0,0.14050492600573583,342,87,7,available,342,0,-1.0,BEARISH,LOW,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-23T17:00:00+00:00,BULLISH,59.9,40.1,63.9,0.202,TRANSITION,0.964,0.467,25773.25,2025-12-23 12:00:00-05:00,0.0,25811.25,25815.75,0.14743969037665022,0.1648996537107272,BULLISH,BULLISH,True,True,2025-12-23 16:00:00-05:00,2025-12-23 20:00:00-05:00,0.0,0.0,0.4515474972285558,378,100,7,available,378,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-24T17:00:00+00:00,BULLISH,53.6,46.4,54.1,0.073,BALANCED,0.964,0.467,25828.75,2025-12-24 11:30:00-05:00,30.0,,,,,,,,,2025-12-24 13:30:00-05:00,2025-12-24 13:30:00-05:00,150.0,390.0,0.42922685167447183,511,133,11,available,511,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-26T17:00:00+00:00,BULLISH,53.7,46.3,56.0,0.075,BALANCED,0.964,0.467,25873.75,2025-12-26 12:00:00-05:00,0.0,25866.75,,-0.027054447074737913,,NEUTRAL,,False,,2025-12-26 16:00:00-05:00,2025-12-26 17:00:00-05:00,0.0,180.0,0.2273507370667311,394,92,6,available,394,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-29T17:00:00+00:00,BEARISH,39.9,60.1,62.8,-0.207,TRANSITION,0.964,0.467,25695.5,2025-12-29 12:00:00-05:00,0.0,25741.0,25704.5,0.1770738066976708,0.035025588138000815,BULLISH,NEUTRAL,False,False,2025-12-29 16:00:00-05:00,2025-12-29 20:00:00-05:00,0.0,0.0,0.003228533633045279,254,67,7,available,254,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-30T17:00:00+00:00,BEARISH,44.1,55.9,38.0,-0.119,CONFLICTED,0.964,0.467,25720.5,2025-12-30 12:00:00-05:00,0.0,25677.5,25614.25,-0.16718181994906786,-0.41309461324624325,BEARISH,BEARISH,True,True,2025-12-30 16:00:00-05:00,2025-12-30 20:00:00-05:00,0.0,0.0,0.016535419831069896,349,81,8,available,349,0,-1.0,BEARISH,LOW,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2025-12-31T17:00:00+00:00,BEARISH,46.1,53.9,52.2,-0.078,BALANCED,0.964,0.467,25605.0,2025-12-31 12:00:00-05:00,0.0,25455.25,,-0.584846709627026,,BEARISH,,True,,2025-12-31 16:00:00-05:00,2025-12-31 17:00:00-05:00,0.0,180.0,0.06847190510101578,473,107,10,available,473,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-02T17:00:00+00:00,BULLISH,52.6,47.4,36.1,0.052,CONFLICTED,0.964,0.467,25341.5,2026-01-02 12:00:00-05:00,0.0,25386.0,,0.1756012864274017,,BULLISH,,True,,2026-01-02 16:00:00-05:00,2026-01-02 17:00:00-05:00,0.0,180.0,-0.040309652419853015,381,96,6,available,381,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-05T17:00:00+00:00,BULLISH,61.2,38.8,57.7,0.231,TRANSITION,0.964,0.467,25658.25,2026-01-05 12:00:00-05:00,0.0,25587.0,25563.25,-0.2776884627751308,-0.3702512837001744,BEARISH,BEARISH,False,False,2026-01-05 16:00:00-05:00,2026-01-05 20:00:00-05:00,0.0,0.0,-0.6,283,77,7,available,283,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-06T17:00:00+00:00,BEARISH,47.5,52.5,45.0,-0.05,BALANCED,0.964,0.467,25695.5,2026-01-06 12:00:00-05:00,0.0,25834.75,25829.5,0.5419236831351792,0.5214920900546789,BULLISH,BULLISH,False,False,2026-01-06 16:00:00-05:00,2026-01-06 20:00:00-05:00,0.0,0.0,-0.34711499879624425,419,115,4,available,419,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-07T17:00:00+00:00,BULLISH,54.1,45.9,47.4,0.083,BALANCED,0.964,0.467,25970.0,2026-01-07 12:00:00-05:00,0.0,25834.25,25842.5,-0.5227185213708124,-0.49095109742010007,BEARISH,BEARISH,False,False,2026-01-07 16:00:00-05:00,2026-01-07 20:00:00-05:00,0.0,0.0,0.031124786632328146,644,161,10,available,644,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-08T17:00:00+00:00,BEARISH,45.5,54.5,48.2,-0.091,BALANCED,0.964,0.467,25671.25,2026-01-08 12:00:00-05:00,0.0,25683.0,25666.0,0.045771047377903294,-0.020450893509275942,NEUTRAL,NEUTRAL,False,False,2026-01-08 16:00:00-05:00,2026-01-08 20:00:00-05:00,0.0,0.0,0.20934152859354171,790,187,13,available,790,0,1.0,BULLISH,LOW,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-09T17:00:00+00:00,BULLISH,60.0,40.0,58.5,0.205,TRANSITION,0.964,0.467,25910.25,2026-01-09 12:00:00-05:00,0.0,25932.75,,0.08683822039540337,,BULLISH,,True,,2026-01-09 16:00:00-05:00,2026-01-09 17:00:00-05:00,0.0,180.0,-0.0479159892650977,795,190,18,available,795,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-12T17:00:00+00:00,BULLISH,51.0,49.0,41.6,0.021,BALANCED,0.964,0.467,25961.0,2026-01-12 12:00:00-05:00,0.0,25952.5,25875.25,-0.032741419822040756,-0.33030314702823466,NEUTRAL,BEARISH,False,False,2026-01-12 16:00:00-05:00,2026-01-12 20:00:00-05:00,0.0,0.0,-0.1569839256278814,367,113,8,available,367,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-13T17:00:00+00:00,BEARISH,45.2,54.8,53.3,-0.097,BALANCED,0.964,0.467,26008.5,2026-01-13 12:00:00-05:00,0.0,25903.75,25907.25,-0.40275294615221946,-0.38929580713997347,BEARISH,BEARISH,True,True,2026-01-13 16:00:00-05:00,2026-01-13 20:00:00-05:00,0.0,0.0,-0.4784633252604191,462,137,8,available,462,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-14T17:00:00+00:00,BEARISH,32.6,67.4,60.7,-0.371,TREND,0.964,0.467,25460.25,2026-01-14 12:00:00-05:00,0.0,25636.75,25603.25,0.6932374976679334,0.5616598423031981,BULLISH,BULLISH,False,False,2026-01-14 16:00:00-05:00,2026-01-14 20:00:00-05:00,0.0,0.0,0.14082030483006266,643,183,15,available,643,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-15T17:00:00+00:00,BULLISH,66.4,33.6,63.3,0.348,TRANSITION,0.964,0.467,25924.75,2026-01-15 12:00:00-05:00,0.0,25719.25,25760.75,-0.7926788107889179,-0.6326001215055111,BEARISH,BEARISH,False,False,2026-01-15 16:00:00-05:00,2026-01-15 20:00:00-05:00,0.0,0.0,0.03035797747923271,693,196,21,available,693,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-16T17:00:00+00:00,BULLISH,54.4,45.6,58.9,0.089,BALANCED,0.964,0.467,25716.5,2026-01-16 12:00:00-05:00,0.0,25684.75,,-0.12346159080745825,,BEARISH,,False,,2026-01-16 16:00:00-05:00,2026-01-16 17:00:00-05:00,0.0,180.0,0.16785846108015254,724,196,17,available,724,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-20T17:00:00+00:00,BEARISH,33.6,66.4,59.2,-0.347,TRANSITION,0.964,0.469,25398.75,2026-01-20 12:00:00-05:00,0.0,25141.5,25179.0,-1.012845120330725,-0.8652000590580244,BEARISH,BEARISH,True,True,2026-01-20 16:00:00-05:00,2026-01-20 20:00:00-05:00,0.0,0.0,-0.48526627784683046,371,99,7,available,371,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,upcoming_verified_catalyst,0,,1,NFLX,0,1,0.03,0,4.132,True,False,20,20
2026-01-21T17:00:00+00:00,BULLISH,56.9,43.1,51.3,0.14,TRANSITION,1.0,0.472,25229.25,2026-01-21 12:00:00-05:00,0.0,25471.0,25558.5,0.9582131850926999,1.3050328487767175,BULLISH,BULLISH,True,True,2026-01-21 16:00:00-05:00,2026-01-21 20:00:00-05:00,0.0,0.0,-0.029991053041671076,585,159,15,available,585,0,-1.0,BEARISH,LOW,5m_massive_futures,NQH6,available,-1.0,released_verified,1,NFLX,0,,0,0,0,0,,False,False,20,20
2026-01-22T17:00:00+00:00,BULLISH,66.5,33.5,64.5,0.349,TRANSITION,0.964,0.469,25669.5,2026-01-22 12:00:00-05:00,0.0,25663.0,25654.25,-0.02532188005220203,-0.059409026276320144,NEUTRAL,BEARISH,False,False,2026-01-22 16:00:00-05:00,2026-01-22 20:00:00-05:00,0.0,0.0,-0.10871057348783107,741,201,18,available,741,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,upcoming_verified_catalyst,0,,1,INTC,0,1,0.0,1,4.182,True,False,20,20
2026-01-23T17:00:00+00:00,BULLISH,61.3,38.7,60.7,0.233,TRANSITION,1.0,0.472,25789.0,2026-01-23 12:00:00-05:00,0.0,25734.5,,-0.21133041219124432,,BEARISH,,False,,2026-01-23 16:00:00-05:00,2026-01-23 17:00:00-05:00,0.0,180.0,-0.12826948663126456,835,226,18,available,835,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,1.0,released_verified,1,INTC,0,,0,0,0,0,,False,False,20,20
2026-01-26T17:00:00+00:00,BULLISH,58.5,41.5,54.9,0.174,TRANSITION,0.964,0.467,25906.25,2026-01-26 12:00:00-05:00,0.0,25844.5,25898.75,-0.23835946924004825,-0.028950542822677925,BEARISH,NEUTRAL,False,False,2026-01-26 16:00:00-05:00,2026-01-26 20:00:00-05:00,0.0,0.0,0.5221163368486891,348,86,7,available,348,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-27T17:00:00+00:00,BULLISH,71.5,28.5,70.5,0.474,TREND,0.964,0.467,26079.75,2026-01-27 12:00:00-05:00,0.0,26075.5,26206.0,-0.016296168483210152,0.4840920637659487,NEUTRAL,BULLISH,False,True,2026-01-27 16:00:00-05:00,2026-01-27 20:00:00-05:00,0.0,0.0,0.23053989404346245,416,100,9,available,416,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,missing,0,,0,,0,0,0,0,,False,False,20,20
2026-01-28T17:00:00+00:00,BULLISH,53.8,46.2,49.8,0.076,BALANCED,0.964,0.469,26116.75,2026-01-28 12:00:00-05:00,0.0,26150.75,26163.0,0.13018465161247092,0.17708941579637588,BULLISH,BULLISH,True,True,2026-01-28 16:00:00-05:00,2026-01-28 20:00:00-05:00,0.0,0.0,0.0811345500941887,588,136,15,available,588,0,0.0,NEUTRAL,NONE,5m_massive_futures,NQH6,available,,upcoming_verified_catalyst,0,,3,"META,MSFT,TSLA",0,3,0.21,0,4.072,True,False,20,20
