timestamp,predicted,bullish_probability,bearish_probability,confidence,score,regime,data_coverage,intelligence_coverage,phase24_grade,phase24_eligible,phase24_agreement,phase24_conflict,phase25_grade,phase25_eligible,confluence_score,confluence_completeness,confluence_alignment,chart_direction,nq_contract,es_contract,chart_data_status,outcome_provider,outcome_contract,entry_bar_end,entry_nq,entry_staleness_min,nq_4h,outcome_4h_bar_end,outcome_4h_staleness_min,nq_8h,outcome_8h_bar_end,outcome_8h_staleness_min,actual_4h,actual_8h,correct_4h,correct_8h,move_4h_pct,move_8h_pct,market_available,market_requested,dxy_source,us10y_source,news_articles,news_directional,news_evidence,macro_source_status,macro_high_impact,macro_event_risk,earnings_evidence,earnings_catalyst_risk,earnings_future_eps_used,liquidity_contract,liquidity_evidence,signals_json,chart_json,raw_probability_4h,raw_probability_8h,cognitive_regime,critic_severity,critic_score,reliability_score,reliability,decision_gate,forecast_id,ledger_digest,specialists_json,regime_json,critic_json,hypotheses_json,analogy_4h_json,analogy_8h_json,calibrated_probability_4h,cognitive_direction_4h,cognitive_correct_4h,calibrated_probability_8h,cognitive_direction_8h,cognitive_correct_8h
2025-09-01T17:00:00+00:00,BEARISH,26.1,73.9,69.9,-0.538,TREND,0.85,0.637,A+,True,1.0,0.0,WATCH,False,25.0,0.25,1.0,UNKNOWN,NQU5,ESU5,REAL_NQ_ES,Massive Futures,NQU5,2025-09-01T17:00:00+00:00,23502.25,0.0,,,240.0,23473.75,2025-09-02T01:00:00+00:00,0.0,,BEARISH,,True,,-0.12126498526736802,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,67,0,available,unavailable_plan,False,False,missing,False,False,NQU5,available,"[{""name"":""NQ structure"",""score"":-0.5857183426470285,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":-0.29821496197601677,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":0.07971276583883848,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":-0.5204770927538198,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":-0.8535880101730865,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":-0.5997418189552678,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.0,""weight"":0.07,""freshness"":""missing""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""UNKNOWN"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":null,""htf_poi_direction"":null,""order_block"":null,""order_block_direction"":null,""fvg"":null,""fvg_direction"":null,""liquidity_sweep"":{""direction"":""BEARISH"",""events"":[{""level"":""LONDON_PREFIX_HIGH"",""price"":23504.0,""direction"":""BEARISH"",""event"":""BUY-SIDE HIGH SWEEP REJECT"",""event_time"":""2025-09-01T16:50:00+00:00""}],""source"":""NQ_5m_completed_bars_independent_detection""},""liquidity_direction"":""BEARISH"",""smt"":null,""smt_direction"":null,""session_context"":{""direction"":""BEARISH"",""session"":""NEW_YORK"",""source"":""UTC session windows + completed NQ bars""},""session_direction"":""BEARISH"",""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQU5"",""es_contract"":""ESU5"",""data_status"":""REAL_NQ_ES""}",27.8,27.8,TREND,MEDIUM,0.34,0.571,LOW,RESEARCH ELIGIBLE,fia-79b3409857ecb47b61db82e3,ee6c8c2abd342caaee2472b861c7f061c11e77d88bd272abd86e43b916f436d5,"[{""name"":""Price Structure AI"",""family"":""price"",""direction"":""BEARISH"",""score"":-0.5857,""probability_bullish"":20.16,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-3e41472902a76629""],""reason"":""Combines live NQ/QQQ structure with independent chart structure."",""missing_reason"":null,""tags"":[""independent_chart""]},{""name"":""Multi-timeframe Trend AI"",""family"":""price"",""direction"":""BEARISH"",""score"":-0.442,""probability_bullish"":26.14,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-3e41472902a76629"",""sig-50793c5029fc02f8""],""reason"":""Uses NQ structure and broad-index confirmation as a trend-state proxy."",""missing_reason"":""trend inputs unavailable"",""tags"":[]},{""name"":""NQ/ES/SPX Confirmation AI"",""family"":""cross_market"",""direction"":""BEARISH"",""score"":-0.2982,""probability_bullish"":33.16,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-50793c5029fc02f8""],""reason"":""Cross-market confirmation plus independent NQ/ES SMT when available."",""missing_reason"":""SPX/SMT evidence unavailable"",""tags"":[]},{""name"":""Mega-cap Leadership AI"",""family"":""equity_internal"",""direction"":""BEARISH"",""score"":-0.5205,""probability_bullish"":22.74,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-7a36a1dea692a788""],""reason"":""Impact-weighted leadership in the largest NASDAQ constituents."",""missing_reason"":null,""tags"":[]},{""name"":""Semiconductor AI"",""family"":""equity_internal"",""direction"":""BEARISH"",""score"":-0.8536,""probability_bullish"":11.86,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-d979d6d4c42ed319""],""reason"":""AI/semiconductor leadership and participation."",""missing_reason"":null,""tags"":[]},{""name"":""Breadth/Internals AI"",""family"":""equity_internal"",""direction"":""BEARISH"",""score"":-0.5997,""probability_bullish"":19.63,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-8bdbcdd0725d4428""],""reason"":""Participation breadth across tracked NASDAQ names."",""missing_reason"":null,""tags"":[]},{""name"":""Rates & Yield AI"",""family"":""macro_market"",""direction"":""NEUTRAL"",""score"":-0.0,""probability_bullish"":50.0,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-f1b23ad6a191eda7""],""reason"":""US10Y is translated into NASDAQ impact direction: rising yields are a headwind."",""missing_reason"":null,""tags"":[""inverse_impact""]},{""name"":""Genuine Dollar/DXY AI"",""family"":""macro_market"",""direction"":""NEUTRAL"",""score"":-0.0797,""probability_bullish"":45.33,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-7d983fb7ce85e399""],""reason"":""DXY is treated as an inverse NASDAQ pressure channel and never substituted with Fed Funds."",""missing_reason"":null,""tags"":[""inverse_impact"",""instrument_truth""]},{""name"":""Macro Surprise AI"",""family"":""macro_event"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[],""reason"":""Macro surprise requires point-in-time actual/consensus evidence."",""missing_reason"":""macro context unavailable: unavailable_plan"",""tags"":[]},{""name"":""Fed Communication AI"",""family"":""macro_event"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[],""reason"":""Requires identified Fed communication or policy text."",""missing_reason"":""no verified Fed communication evidence"",""tags"":[]},{""name"":""News Event AI"",""family"":""event"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[""sig-f0af3c4931694f9e""],""reason"":""Deduplicated event intelligence with source quality, novelty, relevance and priced-in checks."",""missing_reason"":""no directional news evidence"",""tags"":[]},{""name"":""Earnings & Guidance AI"",""family"":""event"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[""sig-f6d6d814928c4a75""],""reason"":""Tracked constituent earnings/guidance impulse using only available actuals."",""missing_reason"":""required evidence unavailable"",""tags"":[]},{""name"":""Liquidity & Session AI"",""family"":""microstructure"",""direction"":""BEARISH"",""score"":-1.0,""probability_bullish"":8.71,""reliability"":0.85,""uncertainty"":0.15,""evidence_ids"":[],""reason"":""Independent session/liquidity sweep-reclaim context; QQQ and NQ remain separated."",""missing_reason"":""liquidity/session direction unavailable"",""tags"":[]},{""name"":""Volatility & Options AI"",""family"":""derivatives"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[],""reason"":""Uses VIX plus optional put/call and skew evidence; missing derivatives data never becomes neutral."",""missing_reason"":""VIX/options evidence unavailable"",""tags"":[]},{""name"":""Market Regime AI"",""family"":""regime"",""direction"":""BEARISH"",""score"":-0.5722,""probability_bullish"":20.67,""reliability"":0.78,""uncertainty"":0.22,""evidence_ids"":[],""reason"":""Independent regime-state interpretation anchored to base regime=TREND."",""missing_reason"":null,""tags"":[""TREND""]}]","{""primary"":""TREND"",""secondary"":[""RISK_OFF""],""confidence"":0.958,""reasons"":[""Base regime and independent specialist dispersion both support trend conditions.""],""risk_state"":""NORMAL""}","{""severity"":""MEDIUM"",""score"":0.34,""objections"":[""Critical context is missing: Macro Surprise AI, Fed Communication AI"",""tech_internal_cluster contains multiple correlated confirmations; fusion must cap double-counting."",""price_confirmation_cluster contains multiple correlated confirmations; fusion must cap double-counting."",""News evidence is mostly secondary; high-impact claims need primary-source confirmation.""],""reinvestigate"":[""Fed Communication AI"",""Macro Surprise AI""],""correlated_groups"":[""tech_internal_cluster"",""price_confirmation_cluster""],""reliability_penalty"":0.153,""hard_hold"":false}","{""bullish_hypothesis"":{""direction"":""BULLISH"",""strength"":0,""evidence"":[]},""bearish_hypothesis"":{""direction"":""BEARISH"",""strength"":4.9953,""evidence"":[{""specialist"":""Semiconductor AI"",""score"":-0.8536,""reliability"":0.95,""importance"":0.9569,""reason"":""AI/semiconductor leadership and participation.""},{""specialist"":""Liquidity & Session AI"",""score"":-1.0,""reliability"":0.85,""importance"":0.85,""reason"":""Independent session/liquidity sweep-reclaim context; QQQ and NQ remain separated.""},{""specialist"":""Breadth/Internals AI"",""score"":-0.5997,""reliability"":0.95,""importance"":0.6723,""reason"":""Participation breadth across tracked NASDAQ names.""},{""specialist"":""Price Structure AI"",""score"":-0.5857,""reliability"":0.95,""importance"":0.6566,""reason"":""Combines live NQ/QQQ structure with independent chart structure.""},{""specialist"":""Mega-cap Leadership AI"",""score"":-0.5205,""reliability"":0.95,""importance"":0.5835,""reason"":""Impact-weighted leadership in the largest NASDAQ constituents.""},{""specialist"":""Multi-timeframe Trend AI"",""score"":-0.442,""reliability"":0.95,""importance"":0.4955,""reason"":""Uses NQ structure and broad-index confirmation as a trend-state proxy.""},{""specialist"":""Market Regime AI"",""score"":-0.5722,""reliability"":0.78,""importance"":0.4463,""reason"":""Independent regime-state interpretation anchored to base regime=TREND.""}]},""dominant_hypothesis"":""BEARISH"",""counter_case"":{""direction"":""BULLISH"",""strength"":0,""evidence"":[]},""neutral_evidence"":[""Genuine Dollar/DXY AI"",""Rates & Yield AI""],""evidence_importance_order"":[""Semiconductor AI"",""Liquidity & Session AI"",""Breadth/Internals AI"",""Price Structure AI"",""Mega-cap Leadership AI"",""Multi-timeframe Trend AI"",""Market Regime AI"",""NQ/ES/SPX Confirmation AI"",""Genuine Dollar/DXY AI"",""Rates & Yield AI""],""controlled_investigation_queue"":[],""policy"":""Evidence importance is selected from reliability \u00d7 directional strength \u00d7 regime relevance; no outcome label is consulted.""}","{""available"":false,""horizon"":""4h"",""bullish_probability"":null,""sample_size"":0,""effective_sample_size"":0.0,""mean_similarity"":0.0,""nearest"":[],""reason"":""fewer than five prior resolved analogues""}","{""available"":false,""horizon"":""8h"",""bullish_probability"":null,""sample_size"":0,""effective_sample_size"":0.0,""mean_similarity"":0.0,""nearest"":[],""reason"":""fewer than five prior resolved analogues""}",47.277,BEARISH,,44.71,BEARISH,True
2025-09-02T17:00:00+00:00,BEARISH,22.1,77.9,69.8,-0.66,TREND,0.92,0.69,A+,True,0.855,0.145,WATCH,False,0.0,0.1,0.0,NEUTRAL,NQU5,ESU5,REAL_NQ_ES,Massive Futures,NQU5,2025-09-02T17:00:00+00:00,23126.25,0.0,23379.75,2025-09-02T21:00:00+00:00,0.0,23331.5,2025-09-03T01:00:00+00:00,0.0,BULLISH,BULLISH,False,False,1.096156964488406,0.8875195935354846,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,227,1,available,unavailable_plan,False,False,missing,False,False,NQU5,available,"[{""name"":""NQ structure"",""score"":-0.8556758436118994,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":-0.7271434460094501,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":-0.305018826524608,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":-0.8023627113792302,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":-0.9162504299869381,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":-0.8321866512350928,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.6,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""NEUTRAL"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":null,""htf_poi_direction"":null,""order_block"":null,""order_block_direction"":null,""fvg"":null,""fvg_direction"":null,""liquidity_sweep"":null,""liquidity_direction"":null,""smt"":{""direction"":""BULLISH"",""event"":""NQ/ES sell-side SMT divergence"",""source"":""Massive NQ+ES 5m""},""smt_direction"":""BULLISH"",""session_context"":null,""session_direction"":null,""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQU5"",""es_contract"":""ESU5"",""data_status"":""REAL_NQ_ES""}",26.87,26.87,TREND,MEDIUM,0.28,0.593,LOW,RESEARCH ELIGIBLE,fia-ff2d4e63f81edb50f483c898,4b83b40d9f6b0534cddba6f858eda0d2fda7e7ec8883932b06cbe835e823140a,"[{""name"":""Price Structure AI"",""family"":""price"",""direction"":""BEARISH"",""score"":-0.8557,""probability_bullish"":11.81,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-01172b11c2435677""],""reason"":""Combines live NQ/QQQ structure with independent chart structure."",""missing_reason"":null,""tags"":[""independent_chart""]},{""name"":""Multi-timeframe Trend AI"",""family"":""price"",""direction"":""BEARISH"",""score"":-0.7914,""probability_bullish"":13.47,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-01172b11c2435677"",""sig-6753727d038566fa""],""reason"":""Uses NQ structure and broad-index confirmation as a trend-state proxy."",""missing_reason"":""trend inputs unavailable"",""tags"":[]},{""name"":""NQ/ES/SPX Confirmation AI"",""family"":""cross_market"",""direction"":""NEUTRAL"",""score"":0.0501,""probability_bullish"":52.94,""reliability"":0.918,""uncertainty"":0.082,""evidence_ids"":[""sig-6753727d038566fa""],""reason"":""Cross-market confirmation plus independent NQ/ES SMT when available."",""missing_reason"":""SPX/SMT evidence unavailable"",""tags"":[]},{""name"":""Mega-cap Leadership AI"",""family"":""equity_internal"",""direction"":""BEARISH"",""score"":-0.8024,""probability_bullish"":13.18,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-a31fcf36e6629f0d""],""reason"":""Impact-weighted leadership in the largest NASDAQ constituents."",""missing_reason"":null,""tags"":[]},{""name"":""Semiconductor AI"",""family"":""equity_internal"",""direction"":""BEARISH"",""score"":-0.9163,""probability_bullish"":10.4,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-72a77f2619cb9394""],""reason"":""AI/semiconductor leadership and participation."",""missing_reason"":null,""tags"":[]},{""name"":""Breadth/Internals AI"",""family"":""equity_internal"",""direction"":""BEARISH"",""score"":-0.8322,""probability_bullish"":12.39,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-16cdee2c088e236c""],""reason"":""Participation breadth across tracked NASDAQ names."",""missing_reason"":null,""tags"":[]},{""name"":""Rates & Yield AI"",""family"":""macro_market"",""direction"":""NEUTRAL"",""score"":-0.0,""probability_bullish"":50.0,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-646d8e1a5043e932""],""reason"":""US10Y is translated into NASDAQ impact direction: rising yields are a headwind."",""missing_reason"":null,""tags"":[""inverse_impact""]},{""name"":""Genuine Dollar/DXY AI"",""family"":""macro_market"",""direction"":""BULLISH"",""score"":0.305,""probability_bullish"":67.19,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-6818215892c6be15""],""reason"":""DXY is treated as an inverse NASDAQ pressure channel and never substituted with Fed Funds."",""missing_reason"":null,""tags"":[""inverse_impact"",""instrument_truth""]},{""name"":""Macro Surprise AI"",""family"":""macro_event"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[],""reason"":""Macro surprise requires point-in-time actual/consensus evidence."",""missing_reason"":""macro context unavailable: unavailable_plan"",""tags"":[]},{""name"":""Fed Communication AI"",""family"":""macro_event"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[],""reason"":""Requires identified Fed communication or policy text."",""missing_reason"":""no verified Fed communication evidence"",""tags"":[]},{""name"":""News Event AI"",""family"":""event"",""direction"":""BULLISH"",""score"":0.6,""probability_bullish"":80.38,""reliability"":0.95,""uncertainty"":0.05,""evidence_ids"":[""sig-2b7d21ea397e5a95""],""reason"":""Deduplicated event intelligence with source quality, novelty, relevance and priced-in checks."",""missing_reason"":""no directional news evidence"",""tags"":[]},{""name"":""Earnings & Guidance AI"",""family"":""event"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[""sig-4fec3611727b78dd""],""reason"":""Tracked constituent earnings/guidance impulse using only available actuals."",""missing_reason"":""required evidence unavailable"",""tags"":[]},{""name"":""Liquidity & Session AI"",""family"":""microstructure"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[],""reason"":""Independent session/liquidity sweep-reclaim context; QQQ and NQ remain separated."",""missing_reason"":""liquidity/session direction unavailable"",""tags"":[]},{""name"":""Volatility & Options AI"",""family"":""derivatives"",""direction"":""MISSING"",""score"":0.0,""probability_bullish"":50.0,""reliability"":0.0,""uncertainty"":1.0,""evidence_ids"":[],""reason"":""Uses VIX plus optional put/call and skew evidence; missing derivatives data never becomes neutral."",""missing_reason"":""VIX/options evidence unavailable"",""tags"":[]},{""name"":""Market Regime AI"",""family"":""regime"",""direction"":""BEARISH"",""score"":-0.8376,""probability_bullish"":12.26,""reliability"":0.78,""uncertainty"":0.22,""evidence_ids"":[],""reason"":""Independent regime-state interpretation anchored to base regime=TREND."",""missing_reason"":null,""tags"":[""TREND""]}]","{""primary"":""TREND"",""secondary"":[""RISK_OFF""],""confidence"":0.852,""reasons"":[""Base regime and independent specialist dispersion both support trend conditions.""],""risk_state"":""NORMAL""}","{""severity"":""MEDIUM"",""score"":0.28,""objections"":[""Critical context is missing: Macro Surprise AI, Fed Communication AI"",""tech_internal_cluster contains multiple correlated confirmations; fusion must cap double-counting."",""News evidence is mostly secondary; high-impact claims need primary-source confirmation.""],""reinvestigate"":[""Fed Communication AI"",""Macro Surprise AI""],""correlated_groups"":[""tech_internal_cluster""],""reliability_penalty"":0.126,""hard_hold"":false}","{""bullish_hypothesis"":{""direction"":""BULLISH"",""strength"":0.8598,""evidence"":[{""specialist"":""News Event AI"",""score"":0.6,""reliability"":0.95,""importance"":0.57,""reason"":""Deduplicated event intelligence with source quality, novelty, relevance and priced-in checks.""},{""specialist"":""Genuine Dollar/DXY AI"",""score"":0.305,""reliability"":0.95,""importance"":0.2898,""reason"":""DXY is treated as an inverse NASDAQ pressure channel and never substituted with Fed Funds.""}]},""bearish_hypothesis"":{""direction"":""BEARISH"",""strength"":5.3593,""evidence"":[{""specialist"":""Semiconductor AI"",""score"":-0.9163,""reliability"":0.95,""importance"":1.0272,""reason"":""AI/semiconductor leadership and participation.""},{""specialist"":""Price Structure AI"",""score"":-0.8557,""reliability"":0.95,""importance"":0.9592,""reason"":""Combines live NQ/QQQ structure with independent chart structure.""},{""specialist"":""Breadth/Internals AI"",""score"":-0.8322,""reliability"":0.95,""importance"":0.9329,""reason"":""Participation breadth across tracked NASDAQ names.""},{""specialist"":""Mega-cap Leadership AI"",""score"":-0.8024,""reliability"":0.95,""importance"":0.8995,""reason"":""Impact-weighted leadership in the largest NASDAQ constituents.""},{""specialist"":""Multi-timeframe Trend AI"",""score"":-0.7914,""reliability"":0.95,""importance"":0.8872,""reason"":""Uses NQ structure and broad-index confirmation as a trend-state proxy.""},{""specialist"":""Market Regime AI"",""score"":-0.8376,""reliability"":0.78,""importance"":0.6533,""reason"":""Independent regime-state interpretation anchored to base regime=TREND.""}]},""dominant_hypothesis"":""BEARISH"",""counter_case"":{""direction"":""BULLISH"",""strength"":0.8598,""evidence"":[{""specialist"":""News Event AI"",""score"":0.6,""reliability"":0.95,""importance"":0.57,""reason"":""Deduplicated event intelligence with source quality, novelty, relevance and priced-in checks.""},{""specialist"":""Genuine Dollar/DXY AI"",""score"":0.305,""reliability"":0.95,""importance"":0.2898,""reason"":""DXY is treated as an inverse NASDAQ pressure channel and never substituted with Fed Funds.""}]},""neutral_evidence"":[""NQ/ES/SPX Confirmation AI"",""Rates & Yield AI""],""evidence_importance_order"":[""Semiconductor AI"",""Price Structure AI"",""Breadth/Internals AI"",""Mega-cap Leadership AI"",""Multi-timeframe Trend AI"",""Market Regime AI"",""News Event AI"",""Genuine Dollar/DXY AI"",""NQ/ES/SPX Confirmation AI"",""Rates & Yield AI""],""controlled_investigation_queue"":[],""policy"":""Evidence importance is selected from reliability \u00d7 directional strength \u00d7 regime relevance; no outcome label is consulted.""}","{""available"":false,""horizon"":""4h"",""bullish_probability"":null,""sample_size"":0,""effective_sample_size"":0.0,""mean_similarity"":0.0,""nearest"":[],""reason"":""fewer than five prior resolved analogues""}","{""available"":false,""horizon"":""8h"",""bullish_probability"":null,""sample_size"":1,""effective_sample_size"":0.0,""mean_similarity"":0.784,""nearest"":[],""reason"":""fewer than five prior resolved analogues""}",47.012,BEARISH,False,44.101,BEARISH,False
