timestamp,predicted,bullish_probability,bearish_probability,confidence,score,regime,data_coverage,intelligence_coverage,phase24_grade,phase24_eligible,phase24_agreement,phase24_conflict,phase25_grade,phase25_eligible,confluence_score,confluence_completeness,confluence_alignment,chart_direction,nq_contract,es_contract,chart_data_status,outcome_provider,outcome_contract,entry_bar_end,entry_nq,entry_staleness_min,nq_4h,outcome_4h_bar_end,outcome_4h_staleness_min,nq_8h,outcome_8h_bar_end,outcome_8h_staleness_min,actual_4h,actual_8h,correct_4h,correct_8h,move_4h_pct,move_8h_pct,market_available,market_requested,dxy_source,us10y_source,news_articles,news_directional,news_evidence,macro_source_status,macro_high_impact,macro_event_risk,earnings_evidence,earnings_catalyst_risk,earnings_future_eps_used,liquidity_contract,liquidity_evidence,signals_json,chart_json
2025-10-28T17:00:00+00:00,BULLISH,67.2,32.8,73.9,0.366,TREND,0.92,0.69,A++,True,0.906,0.094,WATCH,False,30.0,0.3,1.0,BULLISH,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-10-28T17:00:00+00:00,26108.5,0.0,26172.5,2025-10-28T21:00:00+00:00,0.0,26174.5,2025-10-29T01:00:00+00:00,0.0,BULLISH,BULLISH,True,True,0.24513089606833025,0.25279123657046554,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,539,9,available,unavailable_plan,False,False,missing,False,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":0.2559360059892349,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":0.07312050635360502,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":0.012164775558344252,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.35,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":0.3958664175076633,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":0.4283404946412052,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":0.34088406779407243,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.48395045223484,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""BULLISH"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":null,""htf_poi_direction"":null,""order_block"":null,""order_block_direction"":null,""fvg"":null,""fvg_direction"":null,""liquidity_sweep"":null,""liquidity_direction"":null,""smt"":{""direction"":""BULLISH"",""event"":""NQ/ES sell-side SMT divergence"",""source"":""Massive NQ+ES 5m""},""smt_direction"":""BULLISH"",""session_context"":null,""session_direction"":null,""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-10-29T17:00:00+00:00,BULLISH,68.1,31.9,74.2,0.388,TREND,0.92,0.69,A++,True,0.916,0.084,WATCH,False,50.0,0.5,1.0,NEUTRAL,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-10-29T17:00:00+00:00,26254.25,0.0,26221.0,2025-10-29T21:00:00+00:00,0.0,26288.75,2025-10-30T01:00:00+00:00,0.0,BEARISH,BULLISH,False,True,-0.12664616204995383,0.13140729596160622,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,705,10,available,unavailable_plan,False,False,upcoming_verified_catalyst,True,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":0.17775600403885713,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":0.10844495303620992,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":0.048573011918936225,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.35,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":0.37005708421154776,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":0.6106345926660459,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":0.3849528275372519,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.5130672787528322,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""NEUTRAL"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""BULLISH"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""BULLISH"",""order_block"":null,""order_block_direction"":null,""fvg"":{""direction"":""BULLISH"",""zone_low"":26190.25,""zone_high"":26221.0,""source"":""deterministic_4h_ohlc""},""fvg_direction"":""BULLISH"",""liquidity_sweep"":{""direction"":""BULLISH"",""events"":[{""level"":""LONDON_PREFIX_LOW"",""price"":26226.5,""direction"":""BULLISH"",""event"":""SELL-SIDE LOW SWEEP RECLAIM"",""event_time"":""2025-10-29T16:20:00+00:00""}],""source"":""NQ_5m_completed_bars_independent_detection""},""liquidity_direction"":""BULLISH"",""smt"":null,""smt_direction"":null,""session_context"":{""direction"":""BULLISH"",""session"":""NEW_YORK"",""source"":""UTC session windows + completed NQ bars""},""session_direction"":""BULLISH"",""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-10-30T17:00:00+00:00,BEARISH,40.5,59.5,58.7,-0.195,TRANSITION,0.96,0.73,NO_TRADE,False,0.771,0.229,NO_TRADE,False,0.0,0.5,0.0,NEUTRAL,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-10-30T17:00:00+00:00,26073.25,0.0,26149.25,2025-10-30T21:00:00+00:00,0.0,26193.75,2025-10-31T01:00:00+00:00,0.0,BULLISH,BULLISH,False,False,0.29148648519076065,0.4621594929669297,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,755,11,available,unavailable_plan,False,False,released_verified,True,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":-0.37270412702837025,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":-0.17313911417457611,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":-0.2134599547461662,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":-0.47097120793163205,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":-0.49784360823207974,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":-0.3468981762693716,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.5999999999999999,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":1.0,""weight"":0.04,""freshness"":""live""}]","{""direction"":""NEUTRAL"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""BULLISH"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""BULLISH"",""order_block"":null,""order_block_direction"":null,""fvg"":{""direction"":""BULLISH"",""zone_low"":25910.0,""zone_high"":25960.0,""source"":""deterministic_4h_ohlc""},""fvg_direction"":""BULLISH"",""liquidity_sweep"":{""direction"":""BULLISH"",""events"":[{""level"":""PREV_NY_LOW"",""price"":26049.25,""direction"":""BULLISH"",""event"":""SELL-SIDE LOW SWEEP RECLAIM"",""event_time"":""2025-10-30T16:50:00+00:00""}],""source"":""NQ_5m_completed_bars_independent_detection""},""liquidity_direction"":""BULLISH"",""smt"":null,""smt_direction"":null,""session_context"":{""direction"":""BULLISH"",""session"":""NEW_YORK"",""source"":""UTC session windows + completed NQ bars""},""session_direction"":""BULLISH"",""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-10-31T17:00:00+00:00,BULLISH,59.4,40.6,60.3,0.193,TRANSITION,0.96,0.73,NO_TRADE,False,1.0,0.0,NO_TRADE,False,0.0,0.5,0.0,BEARISH,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-10-31T17:00:00+00:00,25949.5,0.0,25983.0,2025-10-31T21:00:00+00:00,0.0,,,240.0,BULLISH,,True,,0.12909689974758667,,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,750,11,available,unavailable_plan,False,False,released_verified,False,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":0.2779000864242212,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":0.13236237669905143,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":-0.12961469438229517,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":-0.05707871440181996,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":0.06701832197702029,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":0.06960922837386493,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.54432324299198,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":1.0,""weight"":0.04,""freshness"":""live""}]","{""direction"":""BEARISH"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""BEARISH"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""BEARISH"",""order_block"":{""direction"":""BEARISH"",""zone_low"":26157.5,""zone_high"":26232.25,""source"":""deterministic_4h_displacement""},""order_block_direction"":""BEARISH"",""fvg"":null,""fvg_direction"":null,""liquidity_sweep"":null,""liquidity_direction"":null,""smt"":null,""smt_direction"":null,""session_context"":null,""session_direction"":null,""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-11-03T17:00:00+00:00,BULLISH,58.2,41.8,67.4,0.167,TRANSITION,0.92,0.69,NO_TRADE,False,1.0,0.0,NO_TRADE,False,10.0,0.65,0.154,NEUTRAL,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-11-03T17:00:00+00:00,26118.5,0.0,26110.25,2025-11-03T21:00:00+00:00,0.0,26013.75,2025-11-04T01:00:00+00:00,0.0,NEUTRAL,BEARISH,False,False,-0.03158680628673163,-0.4010567222466834,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,391,3,available,unavailable_plan,False,False,missing,False,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":0.11800394937344413,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":0.005508580229003001,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":-0.022555473155545114,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":0.24290352138723684,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":0.09283171739462155,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":0.10499222608593374,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.4839441577972602,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""NEUTRAL"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""MIXED"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""MIXED"",""order_block"":{""direction"":""BEARISH"",""zone_low"":26157.5,""zone_high"":26232.25,""source"":""deterministic_4h_displacement""},""order_block_direction"":""BEARISH"",""fvg"":{""direction"":""BULLISH"",""zone_low"":25998.5,""zone_high"":26050.75,""source"":""deterministic_4h_ohlc""},""fvg_direction"":""BULLISH"",""liquidity_sweep"":{""direction"":""BEARISH"",""events"":[{""level"":""ASIA_HIGH"",""price"":26123.0,""direction"":""BEARISH"",""event"":""BUY-SIDE HIGH SWEEP REJECT"",""event_time"":""2025-11-03T16:55:00+00:00""}],""source"":""NQ_5m_completed_bars_independent_detection""},""liquidity_direction"":""BEARISH"",""smt"":null,""smt_direction"":null,""session_context"":{""direction"":""BEARISH"",""session"":""NEW_YORK"",""source"":""UTC session windows + completed NQ bars""},""session_direction"":""BEARISH"",""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-11-04T17:00:00+00:00,BEARISH,27.4,72.6,68.5,-0.503,TREND,0.92,0.69,A+,True,0.868,0.132,WATCH,False,35.0,0.6,0.583,NEUTRAL,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-11-04T17:00:00+00:00,25756.25,0.0,25579.0,2025-11-04T21:00:00+00:00,0.0,25410.25,2025-11-05T01:00:00+00:00,0.0,BEARISH,BEARISH,True,True,-0.6881824799805872,-1.3433632613443338,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,492,4,available,unavailable_plan,False,False,upcoming_verified_catalyst,True,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":-0.6393356838006924,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":-0.37827113767774345,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":-0.08554928227232451,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":-0.5112936205789252,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":-0.88187433485771,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":-0.6723344558856208,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.20788489463730925,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""NEUTRAL"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""BEARISH"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""BEARISH"",""order_block"":null,""order_block_direction"":null,""fvg"":{""direction"":""BEARISH"",""zone_low"":25792.5,""zone_high"":25924.25,""source"":""deterministic_4h_ohlc""},""fvg_direction"":""BEARISH"",""liquidity_sweep"":{""direction"":""BULLISH"",""events"":[{""level"":""ASIA_LOW"",""price"":25729.75,""direction"":""BULLISH"",""event"":""SELL-SIDE LOW SWEEP RECLAIM"",""event_time"":""2025-11-04T16:55:00+00:00""}],""source"":""NQ_5m_completed_bars_independent_detection""},""liquidity_direction"":""BULLISH"",""smt"":{""direction"":""BEARISH"",""event"":""NQ/ES buy-side SMT divergence"",""source"":""Massive NQ+ES 5m""},""smt_direction"":""BEARISH"",""session_context"":{""direction"":""BULLISH"",""session"":""NEW_YORK"",""source"":""UTC session windows + completed NQ bars""},""session_direction"":""BULLISH"",""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-11-05T17:00:00+00:00,BULLISH,68.1,31.9,73.5,0.388,TREND,0.96,0.73,A++,True,1.0,0.0,WATCH,False,20.0,0.6,0.333,BULLISH,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-11-05T17:00:00+00:00,25774.25,0.0,25741.0,2025-11-05T21:00:00+00:00,0.0,25699.25,2025-11-06T01:00:00+00:00,0.0,BEARISH,BEARISH,False,False,-0.1290047237068004,-0.2909880985867678,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,628,5,available,unavailable_plan,False,False,released_verified,True,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":0.3334844706415779,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":0.21840488158317964,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":-0.035449943050005525,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":0.4581553131358954,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":0.5959857453898935,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":0.469197299944904,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.4547148313756709,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""live""}]","{""direction"":""BULLISH"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""BEARISH"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""BEARISH"",""order_block"":{""direction"":""BEARISH"",""zone_low"":25663.0,""zone_high"":25893.5,""source"":""deterministic_4h_displacement""},""order_block_direction"":""BEARISH"",""fvg"":{""direction"":""BEARISH"",""zone_low"":25792.5,""zone_high"":25924.25,""source"":""deterministic_4h_ohlc""},""fvg_direction"":""BEARISH"",""liquidity_sweep"":null,""liquidity_direction"":null,""smt"":null,""smt_direction"":null,""session_context"":null,""session_direction"":null,""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-11-06T17:00:00+00:00,BEARISH,33.0,67.0,59.2,-0.362,TREND,0.96,0.73,NO_TRADE,False,0.874,0.126,NO_TRADE,False,60.0,0.6,1.0,BEARISH,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-11-06T17:00:00+00:00,25220.5,0.0,25258.0,2025-11-06T21:00:00+00:00,0.0,25322.0,2025-11-07T01:00:00+00:00,0.0,BULLISH,BULLISH,False,False,0.14868856684046708,0.4024503875815309,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,615,4,available,unavailable_plan,False,False,released_verified,False,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":-0.7876295010721954,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":-0.44944847641835795,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":0.13092981557963007,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":-0.5611027096323267,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":-0.6774315079327042,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":-0.5552521654286475,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.40151419168991564,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":1.0,""weight"":0.04,""freshness"":""live""}]","{""direction"":""BEARISH"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""BEARISH"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""BEARISH"",""order_block"":{""direction"":""BEARISH"",""zone_low"":25629.5,""zone_high"":25778.25,""source"":""deterministic_4h_displacement""},""order_block_direction"":""BEARISH"",""fvg"":{""direction"":""BEARISH"",""zone_low"":25792.5,""zone_high"":25924.25,""source"":""deterministic_4h_ohlc""},""fvg_direction"":""BEARISH"",""liquidity_sweep"":null,""liquidity_direction"":null,""smt"":null,""smt_direction"":null,""session_context"":null,""session_direction"":null,""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-11-07T17:00:00+00:00,BEARISH,25.1,74.9,63.4,-0.566,TREND,0.92,0.69,A,False,0.94,0.06,WATCH,False,20.0,0.2,1.0,BEARISH,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-11-07T17:00:00+00:00,24746.75,0.0,25163.75,2025-11-07T21:00:00+00:00,0.0,,,180.0,BULLISH,,False,,1.6850697566347095,,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,645,3,available,unavailable_plan,False,False,missing,False,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":-0.8958511041973878,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":-0.5531584309637224,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":0.15881926444919311,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":-0.6920244493747805,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":-0.8245361820463363,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":-0.7248868571147009,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.2126116897160093,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""BEARISH"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":null,""htf_poi_direction"":null,""order_block"":null,""order_block_direction"":null,""fvg"":null,""fvg_direction"":null,""liquidity_sweep"":null,""liquidity_direction"":null,""smt"":null,""smt_direction"":null,""session_context"":null,""session_direction"":null,""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-11-10T17:00:00+00:00,BULLISH,74.9,25.1,75.2,0.566,TREND,0.92,0.69,A++,True,1.0,0.0,WATCH,False,35.0,0.65,0.538,NEUTRAL,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-11-10T17:00:00+00:00,25521.25,0.0,25713.0,2025-11-10T21:00:00+00:00,0.0,25739.0,2025-11-11T01:00:00+00:00,0.0,BULLISH,BULLISH,True,True,0.7513346720869863,0.8532105598275946,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,396,3,available,unavailable_plan,False,False,missing,False,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":0.6437038777983622,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":0.3454219492405311,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":-0.04668041371024047,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":0.6909173828708222,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":0.5682150921154159,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":0.6219135999620135,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.4911163657546452,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""NEUTRAL"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""MIXED"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""MIXED"",""order_block"":{""direction"":""BEARISH"",""zone_low"":25629.5,""zone_high"":25778.25,""source"":""deterministic_4h_displacement""},""order_block_direction"":""BEARISH"",""fvg"":{""direction"":""BULLISH"",""zone_low"":25391.5,""zone_high"":25455.25,""source"":""deterministic_4h_ohlc""},""fvg_direction"":""BULLISH"",""liquidity_sweep"":{""direction"":""BULLISH"",""events"":[{""level"":""LONDON_PREFIX_LOW"",""price"":25457.0,""direction"":""BULLISH"",""event"":""SELL-SIDE LOW SWEEP RECLAIM"",""event_time"":""2025-11-10T16:40:00+00:00""}],""source"":""NQ_5m_completed_bars_independent_detection""},""liquidity_direction"":""BULLISH"",""smt"":null,""smt_direction"":null,""session_context"":{""direction"":""BULLISH"",""session"":""NEW_YORK"",""source"":""UTC session windows + completed NQ bars""},""session_direction"":""BULLISH"",""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
2025-11-11T17:00:00+00:00,BEARISH,38.5,61.5,56.8,-0.238,TRANSITION,0.92,0.69,NO_TRADE,False,0.906,0.094,NO_TRADE,False,50.0,0.5,1.0,BEARISH,NQZ5,ESZ5,REAL_NQ_ES,Massive Futures,NQZ5,2025-11-11T17:00:00+00:00,25510.25,0.0,25647.0,2025-11-11T21:00:00+00:00,0.0,25684.5,2025-11-12T01:00:00+00:00,0.0,BULLISH,BULLISH,False,False,0.5360590350937369,0.6830587704942132,20,20,Yahoo Finance DX-Y.NYB historical 1H,Yahoo Finance ^TNX historical 1H,507,5,available,unavailable_plan,False,False,missing,False,False,NQZ5,available,"[{""name"":""NQ structure"",""score"":-0.3915342723482899,""weight"":0.2,""freshness"":""live""},{""name"":""SPX confirmation"",""score"":-0.14677390789202693,""weight"":0.1,""freshness"":""live""},{""name"":""DXY"",""score"":0.1399769906290555,""weight"":0.08,""freshness"":""live""},{""name"":""US10Y"",""score"":0.0,""weight"":0.07,""freshness"":""live""},{""name"":""Mega-cap leadership"",""score"":-0.39286017819002395,""weight"":0.2,""freshness"":""live""},{""name"":""Semiconductors"",""score"":-0.6899901110334389,""weight"":0.12,""freshness"":""live""},{""name"":""Breadth"",""score"":-0.4469410863516475,""weight"":0.08,""freshness"":""live""},{""name"":""News"",""score"":0.6,""weight"":0.07,""freshness"":""live""},{""name"":""Macro calendar"",""score"":0.0,""weight"":0.04,""freshness"":""missing""},{""name"":""Earnings/guidance"",""score"":0.0,""weight"":0.04,""freshness"":""missing""}]","{""direction"":""BEARISH"",""timeframe"":""4H+1H+5M"",""forecast_direction_used_for_detection"":false,""htf_poi"":{""direction"":""BEARISH"",""source"":""4H deterministic POI from OB/FVG""},""htf_poi_direction"":""BEARISH"",""order_block"":{""direction"":""BEARISH"",""zone_low"":25629.5,""zone_high"":25778.25,""source"":""deterministic_4h_displacement""},""order_block_direction"":""BEARISH"",""fvg"":null,""fvg_direction"":null,""liquidity_sweep"":null,""liquidity_direction"":null,""smt"":null,""smt_direction"":null,""session_context"":null,""session_direction"":null,""execution_confirmation"":null,""execution_direction"":null,""nq_contract"":""NQZ5"",""es_contract"":""ESZ5"",""data_status"":""REAL_NQ_ES""}"
